SITECODE,LOCATION,JULIANDATE,DATE,X (EPSG32750),Y (EPSG32750),LAT (EPSG7844),LON (EPSG7844),TEMPERATURE (C),SALINITY (pss),DENSITY (kgm-3),DEPTH (m),CONDUCTIVITY (sm),VELOCITY (ms-1)
GI2,GARDEN IS,     92071,19920311 00:00:00,368577.0000,6443923.0000,-32.133429,115.606672,21.9900,36.0700,25.0354,6.0000,  NaN,  NaN
GI2,GARDEN IS,     92071,19920311 00:00:00,368577.0000,6443923.0000,-32.133429,115.606672,21.9900,36.0700,25.0354,7.0000,  NaN,  NaN
GI2,GARDEN IS,     92071,19920311 00:00:00,368577.0000,6443923.0000,-32.133429,115.606672,21.9900,36.0700,25.0354,8.0000,  NaN,  NaN
GI1,GARDEN IS,     92087,19920327 00:00:00,370149.0000,6443943.0000,-32.133431,115.623337,20.9900,35.9700,25.2366,0.0857,  NaN,  NaN
GI1,GARDEN IS,     92087,19920327 00:00:00,370149.0000,6443943.0000,-32.133431,115.623337,20.9900,35.9700,25.2366,0.4286,  NaN,  NaN
GI1,GARDEN IS,     92087,19920327 00:00:00,370149.0000,6443943.0000,-32.133431,115.623337,20.9900,35.9700,25.2366,0.8571,  NaN,  NaN
GI1,GARDEN IS,     92087,19920327 00:00:00,370149.0000,6443943.0000,-32.133431,115.623337,20.9900,35.9700,25.2366,1.7143,  NaN,  NaN
GI1,GARDEN IS,     92087,19920327 00:00:00,370149.0000,6443943.0000,-32.133431,115.623337,20.9900,35.9700,25.2366,2.5714,  NaN,  NaN
GI1,GARDEN IS,     92087,19920327 00:00:00,370149.0000,6443943.0000,-32.133431,115.623337,20.9900,35.9700,25.2366,3.4286,  NaN,  NaN
GI1,GARDEN IS,     92087,19920327 00:00:00,370149.0000,6443943.0000,-32.133431,115.623337,20.9900,35.9700,25.2366,4.2857,  NaN,  NaN
GI1,GARDEN IS,     92087,19920327 00:00:00,370149.0000,6443943.0000,-32.133431,115.623337,20.9900,35.9700,25.2366,5.1429,  NaN,  NaN
GI1,GARDEN IS,     92087,19920327 00:00:00,370149.0000,6443943.0000,-32.133431,115.623337,20.9900,35.9700,25.2366,6.0000,  NaN,  NaN
GI1,GARDEN IS,     92087,19920327 00:00:00,370149.0000,6443943.0000,-32.133431,115.623337,20.9900,35.9700,25.2366,6.8571,  NaN,  NaN
GI1,GARDEN IS,     92087,19920327 00:00:00,370149.0000,6443943.0000,-32.133431,115.623337,20.9900,35.9700,25.2366,7.7143,  NaN,  NaN
GI1,GARDEN IS,     92087,19920327 00:00:00,370149.0000,6443943.0000,-32.133431,115.623337,20.9900,35.9700,25.2366,8.5714,  NaN,  NaN
