time,PP
2010-08-01,524.29877
2010-09-01,499.61578
2010-10-01,495.07812
2010-11-01,466.16132
2010-12-01,496.02524
2011-01-01,617.74335
2011-02-01,618.3745
2011-03-01,779.96387
2011-04-01,636.7258
2011-05-01,582.139
2011-06-01,487.17325
2011-07-01,427.97885
2011-08-01,601.62775
2011-09-01,553.74133
2011-10-01,505.8461
2011-11-01,433.04575
2011-12-01,424.51578
2012-01-01,497.13168
2012-02-01,602.9137
2012-03-01,680.47644
2012-04-01,521.0802
2012-05-01,569.32526
2012-06-01,455.9887
2012-07-01,489.67017
2012-08-01,443.06265
2012-09-01,509.03394
2012-10-01,442.9173
2012-11-01,441.5773
2012-12-01,529.4236
2013-01-01,539.12683
2013-02-01,581.6669
2013-03-01,650.26654
2013-04-01,452.54623
2013-05-01,566.54956
2013-06-01,392.56998
2013-07-01,434.5214
2013-08-01,514.1644
2013-09-01,668.49567
2013-10-01,603.44904
2013-11-01,477.53424
2013-12-01,519.73145
2014-01-01,597.9533
2014-02-01,517.28656
2014-03-01,496.0001
2014-04-01,571.58276
2014-05-01,569.35657
2014-06-01,595.99506
2014-07-01,479.05157
2014-08-01,491.95712
2014-09-01,536.73175
2014-10-01,522.6395
2014-11-01,492.95074
2014-12-01,470.86066
2015-01-01,481.6275
2015-02-01,501.69403
2015-03-01,515.2445
2015-04-01,490.93784
2015-05-01,549.72186
2015-06-01,543.69336
2015-07-01,439.12167
2015-08-01,434.5036
2015-09-01,485.06992
2015-10-01,446.2347
2015-11-01,496.5147
2015-12-01,514.3258
2016-01-01,493.02435
2016-02-01,510.9752
2016-03-01,518.09576
2016-04-01,482.99603
2016-05-01,543.11
2016-06-01,490.93008
2016-07-01,475.39557
2016-08-01,535.2271
2016-09-01,523.65027
2016-10-01,467.5104
2016-11-01,485.47528
2016-12-01,522.26
2017-01-01,532.0232
2017-02-01,490.11554
2017-03-01,648.43524
2017-04-01,576.97473
2017-05-01,484.22134
2017-06-01,551.7039
2017-07-01,443.39682
2017-08-01,666.99817
2017-09-01,591.81555
2017-10-01,565.7191
2017-11-01,550.1311
2017-12-01,506.82684
2018-01-01,547.94635
2018-02-01,560.23474
2018-03-01,653.26843
2018-04-01,760.8923
2018-05-01,760.9698
2018-06-01,452.47858
2018-07-01,554.95996
2018-08-01,722.7163
2018-09-01,690.23914
2018-10-01,569.50085
2018-11-01,503.4226
2018-12-01,476.70142
2019-01-01,531.9006
2019-02-01,526.2985
2019-03-01,577.88544
2019-04-01,581.11725
2019-05-01,467.7833
2019-06-01,372.6114
2019-07-01,432.22046
2019-08-01,509.37442
2019-09-01,498.24292
2019-10-01,466.07452
2019-11-01,526.5838
2019-12-01,493.5169
2020-01-01,567.7974
2020-02-01,550.25165
2020-03-01,588.3238
2020-04-01,653.6628
2020-05-01,655.0194
2020-06-01,552.5606
2020-07-01,530.41956
2020-08-01,545.66046
2020-09-01,496.3622
2020-10-01,506.21527
2020-11-01,519.1706
2020-12-01,505.57364
2021-01-01,549.14276
2021-02-01,638.13586
2021-03-01,795.6956
2021-04-01,789.11664
2021-05-01,565.15875
2021-06-01,464.91327
2021-07-01,453.50986
2021-08-01,688.079
2021-09-01,648.22504
2021-10-01,535.398
2021-11-01,510.27872
2021-12-01,476.86435
2022-01-01,549.8976
2022-02-01,564.6577
2022-03-01,523.8247
2022-04-01,585.1109
2022-05-01,486.01056
2022-06-01,410.87604
2022-07-01,395.55658
2022-08-01,584.82324
2022-09-01,597.59674
2022-10-01,509.00226
2022-11-01,440.21118
2022-12-01,463.3648
2023-01-01,537.1841
2023-02-01,576.97644
2023-03-01,547.71655
2023-04-01,627.34784
2023-05-01,503.53793
2023-06-01,446.4213
2023-07-01,431.80646
2023-08-01,480.85913
2023-09-01,526.6012
2023-10-01,488.76114
2023-11-01,478.50424
2023-12-01,496.25992
2024-01-01,590.83813
2024-02-01,496.81805
2024-03-01,512.63965
2024-04-01,510.20767
2024-05-01,378.27997
2024-06-01,522.9055
2024-07-01,477.01056
2024-08-01,589.86914
