time,PP
2009-12-01,514.0257
2010-01-01,497.0816
2010-02-01,479.76822
2010-03-01,486.9158
2010-04-01,488.03043
2010-05-01,513.5554
2010-06-01,469.00452
2010-07-01,408.30298
2010-08-01,451.39816
2010-09-01,463.5689
2010-10-01,467.86664
2010-11-01,444.1301
2010-12-01,472.22858
2011-01-01,526.70807
2011-02-01,539.2844
2011-03-01,640.82983
2011-04-01,507.82556
2011-05-01,468.37827
2011-06-01,347.5606
2011-07-01,344.9786
2011-08-01,493.8229
2011-09-01,490.46082
2011-10-01,439.76434
2011-11-01,412.09143
2011-12-01,382.59827
2012-01-01,424.7004
2012-02-01,513.0713
2012-03-01,577.11633
2012-04-01,440.1864
2012-05-01,442.37234
2012-06-01,345.2724
2012-07-01,367.04138
2012-08-01,364.96204
2012-09-01,427.0379
2012-10-01,404.31955
2012-11-01,404.73834
2012-12-01,421.07318
2013-01-01,495.0609
2013-02-01,476.35904
2013-03-01,465.12045
2013-04-01,380.32004
2013-05-01,458.09213
2013-06-01,367.12076
2013-07-01,343.27563
2013-08-01,402.6117
2013-09-01,516.54846
2013-10-01,474.51743
2013-11-01,428.0802
2013-12-01,482.06555
2014-01-01,498.2131
2014-02-01,452.0702
2014-03-01,492.2765
2014-04-01,479.00174
2014-05-01,478.20953
2014-06-01,448.45352
2014-07-01,350.00235
2014-08-01,379.81662
2014-09-01,440.40228
2014-10-01,456.11902
2014-11-01,426.6255
2014-12-01,421.22922
2015-01-01,437.0139
2015-02-01,447.37183
2015-03-01,425.55188
2015-04-01,512.2449
2015-05-01,462.3501
2015-06-01,401.58887
2015-07-01,363.6729
2015-08-01,360.53586
2015-09-01,423.61804
2015-10-01,386.4052
2015-11-01,440.76517
2015-12-01,432.1576
2016-01-01,422.50995
2016-02-01,452.96017
2016-03-01,392.63098
2016-04-01,412.39023
2016-05-01,432.68756
2016-06-01,358.97003
2016-07-01,339.26196
2016-08-01,398.29236
2016-09-01,418.95062
2016-10-01,436.35153
2016-11-01,442.61462
2016-12-01,455.57358
2017-01-01,451.76358
2017-02-01,441.8821
2017-03-01,555.33234
2017-04-01,482.08084
2017-05-01,445.48544
2017-06-01,456.95544
2017-07-01,316.54926
2017-08-01,423.0474
2017-09-01,435.22766
2017-10-01,443.3934
2017-11-01,504.24408
2017-12-01,497.29504
2018-01-01,490.70932
2018-02-01,468.193
2018-03-01,631.1279
2018-04-01,650.574
2018-05-01,612.9778
2018-06-01,358.01892
2018-07-01,374.8506
2018-08-01,444.01825
2018-09-01,484.11627
2018-10-01,436.36154
2018-11-01,447.6073
2018-12-01,427.63535
2019-01-01,431.77692
2019-02-01,439.4229
2019-03-01,519.6133
2019-04-01,459.54633
2019-05-01,369.0823
2019-06-01,309.9846
2019-07-01,340.13293
2019-08-01,377.75284
2019-09-01,402.27365
2019-10-01,408.79825
2019-11-01,481.54993
2019-12-01,466.41232
2020-01-01,487.7233
2020-02-01,485.29465
2020-03-01,528.7083
2020-04-01,511.4135
2020-05-01,482.31055
2020-06-01,478.60367
2020-07-01,396.12466
2020-08-01,399.54242
2020-09-01,404.74722
2020-10-01,447.71606
2020-11-01,430.86972
2020-12-01,516.96606
2021-01-01,545.36755
2021-02-01,524.5192
2021-03-01,706.59125
2021-04-01,627.318
2021-05-01,439.87207
2021-06-01,332.75787
2021-07-01,303.1014
2021-08-01,403.20895
2021-09-01,451.2761
2021-10-01,437.02368
2021-11-01,467.3877
2021-12-01,475.2844
2022-01-01,505.4368
2022-02-01,513.7947
2022-03-01,449.61728
2022-04-01,447.52603
2022-05-01,371.12253
2022-06-01,308.9127
2022-07-01,318.1124
2022-08-01,400.0484
2022-09-01,425.27463
2022-10-01,425.1605
2022-11-01,417.8531
2022-12-01,464.43414
2023-01-01,486.23444
2023-02-01,501.94977
2023-03-01,491.29752
2023-04-01,491.0051
2023-05-01,408.09094
2023-06-01,311.87915
2023-07-01,292.38123
2023-08-01,336.99246
2023-09-01,387.85385
2023-10-01,425.8598
2023-11-01,425.09033
2023-12-01,456.3954
2024-01-01,470.2184
2024-02-01,443.88748
2024-03-01,438.60974
2024-04-01,441.8656
2024-05-01,317.69168
2024-06-01,356.4005
2024-07-01,319.79465
2024-08-01,407.8887
